ProductID,Date,Units,Revenue,Country
1076,11/02/2015,1,254.5725,Belgium
1076,22/05/2015,1,254.5725,Belgium
1076,18/12/2015,1,254.5725,Belgium
1085,29/11/2019,1,86.5725,Belgium
1085,29/11/2019,1,86.5725,Belgium
1085,23/12/2019,1,86.5725,Belgium
1081,16/05/2018,1,230.9475,Belgium
1081,16/02/2020,1,230.9475,Belgium
1082,15/03/2014,1,225.6975,Belgium
1082,31/01/2018,1,230.9475,Belgium
1085,28/04/2020,1,86.5725,Belgium
1085,20/05/2020,1,86.5725,Belgium
1082,30/12/2018,1,230.9475,Belgium
1082,28/09/2020,1,230.9475,Belgium
1085,12/03/2017,1,84,Belgium
1085,22/03/2017,1,84,Belgium
1085,01/05/2017,2,168,Belgium
1085,24/07/2017,1,84,Belgium
1085,15/08/2017,1,84,Belgium
1085,26/08/2017,1,84,Belgium
1086,01/12/2020,1,89.1975,Belgium
1085,24/02/2019,1,83.9475,Belgium
1085,29/07/2019,1,86.5725,Belgium
1085,30/11/2019,1,86.5725,Belgium
1085,07/12/2019,1,86.5725,Belgium
1085,27/12/2019,1,86.5725,Belgium
1085,28/12/2019,1,86.5725,Belgium
1085,29/12/2019,1,86.5725,Belgium
1085,10/01/2020,1,86.5725,Belgium
1081,15/04/2014,1,225.6975,Belgium
1046,17/07/2015,1,99.6975,Belgium
1062,02/01/2016,1,146.9475,Belgium
1062,26/02/2016,1,146.9475,Belgium
1065,01/10/2018,1,309.6975,Belgium
1065,31/10/2018,1,309.6975,Belgium
1065,01/04/2019,1,309.6975,Belgium
1065,19/09/2020,1,314.9475,Belgium
1065,18/07/2021,1,314.9475,Belgium
1065,11/08/2021,1,314.9475,Belgium
1065,15/09/2021,1,314.9475,Belgium
1061,29/11/2019,1,146.9475,Belgium
1065,15/02/2014,1,296.5725,Belgium
1053,24/05/2021,1,272.9475,Belgium
1053,26/05/2021,1,272.9475,Belgium
1053,28/07/2021,1,272.9475,Belgium
1065,24/07/2018,1,309.6975,Belgium
1062,28/10/2017,1,149.5725,Belgium
1062,30/12/2017,1,149.5725,Belgium
1062,19/03/2018,1,149.5725,Belgium
1062,05/11/2018,1,141.6975,Belgium
1061,23/12/2018,1,141.6975,Belgium
1061,23/12/2018,1,141.6975,Belgium
1061,01/03/2019,1,141.6975,Belgium
1058,24/11/2018,1,131.1975,Belgium
1058,30/12/2018,1,131.1975,Belgium
1058,02/03/2019,1,136.4475,Belgium
1058,27/10/2019,1,131.1975,Belgium
1058,09/05/2020,1,131.1975,Belgium
1058,31/01/2021,1,136.4475,Belgium
1058,08/02/2021,2,272.895,Belgium
1058,09/06/2021,1,136.4475,Belgium
1058,22/02/2020,1,131.1975,Belgium
1058,27/12/2020,1,136.4475,Belgium
1066,15/05/2014,1,296.5725,Belgium
1052,27/09/2021,1,246.6975,Belgium
1053,01/03/2015,1,251.9475,Belgium
1053,21/08/2015,1,262.4475,Belgium
1065,06/10/2019,1,314.9475,Belgium
1070,31/10/2021,1,157.4475,Belgium
1065,15/05/2014,1,296.5725,Belgium
1065,15/09/2014,1,296.5725,Belgium
1061,28/12/2019,1,141.6975,Belgium
1061,11/02/2020,1,146.9475,Belgium
1075,06/07/2015,1,254.5725,Belgium
1062,02/04/2019,1,141.6975,Belgium
1062,29/12/2019,1,146.9475,Belgium
1062,11/02/2020,1,146.9475,Belgium
1066,24/01/2018,1,309.6975,Belgium
1066,19/03/2018,1,309.6975,Belgium
1066,31/10/2018,1,309.6975,Belgium
1066,19/01/2019,1,309.6975,Belgium
1066,01/04/2019,1,309.6975,Belgium
1066,19/09/2020,1,314.9475,Belgium
1062,28/05/2019,1,141.6975,Belgium
1053,08/08/2016,1,262.4475,Belgium
1053,30/08/2016,1,262.4475,Belgium
1053,03/01/2018,1,262.4475,Belgium
1053,04/02/2018,1,262.4475,Belgium
1053,01/04/2019,1,262.4475,Belgium
1085,29/07/2020,1,89.1975,Belgium
1085,12/08/2020,1,89.1975,Belgium
1085,30/08/2020,1,89.1975,Belgium
1085,30/09/2020,1,89.1975,Belgium
1085,28/12/2020,1,89.1975,Belgium
1105,01/03/2017,1,246.6975,Belgium
1105,15/07/2020,1,251.9475,Belgium
1105,23/01/2021,1,246.6975,Belgium
1093,04/03/2018,1,57.6975,Belgium
1093,10/04/2018,1,57.6975,Belgium
1093,28/04/2018,1,57.6975,Belgium
1093,06/10/2018,1,57.6975,Belgium
1093,03/11/2018,1,57.6975,Belgium
1093,17/12/2018,1,57.6975,Belgium
1093,27/12/2019,1,57.6975,Belgium
1093,03/03/2020,1,57.6975,Belgium
1093,17/04/2021,1,62.9475,Belgium
1094,02/05/2018,1,57.6975,Belgium
1094,13/11/2018,1,57.6975,Belgium
1181,26/07/2019,1,419.9475,Belgium
1182,15/04/2014,1,183.6975,Belgium
1182,15/09/2014,1,157.4475,Belgium
1182,15/09/2014,1,157.4475,Belgium
1182,15/11/2014,1,157.4475,Belgium
1182,28/02/2015,1,157.4475,Belgium
1182,15/06/2015,1,157.4475,Belgium
1182,27/06/2015,1,157.4475,Belgium
1139,25/04/2015,1,671.9475,Belgium
1170,15/03/2021,2,934.395,Belgium
1170,02/06/2021,1,467.1975,Belgium
1094,25/06/2018,1,57.6975,Belgium
1094,10/11/2018,1,57.6975,Belgium
1094,15/09/2019,1,57.6975,Belgium
1094,30/11/2019,1,57.6975,Belgium
1094,21/12/2019,1,57.6975,Belgium
1094,22/12/2019,1,57.6975,Belgium
1094,27/12/2019,1,57.6975,Belgium
1094,16/03/2020,1,57.6975,Belgium
1094,27/12/2021,1,62.9475,Belgium
1095,30/06/2018,1,125.9475,Belgium
1095,29/12/2018,1,120.6975,Belgium
1182,14/08/2015,1,173.1975,Belgium
1139,05/03/2017,1,682.4475,Belgium
1108,15/09/2014,1,160.0725,Belgium
1108,04/01/2015,1,160.0725,Belgium
1108,29/09/2015,1,160.0725,Belgium
1109,15/01/2014,1,209.9475,Belgium
1109,15/06/2014,1,209.9475,Belgium
1109,15/07/2014,1,209.9475,Belgium
1109,15/07/2014,1,209.9475,Belgium
1109,04/09/2016,1,209.9475,Belgium
1109,13/05/2017,1,209.9475,Belgium
1109,23/10/2018,1,209.9475,Belgium
1091,29/12/2015,1,181.0725,Belgium
1091,12/02/2016,1,181.0725,Belgium
1091,26/02/2016,1,181.0725,Belgium
1109,31/01/2020,1,215.1975,Belgium
1109,24/03/2020,1,215.1975,Belgium
1109,30/03/2020,1,209.9475,Belgium
1182,16/10/2018,1,157.4475,Belgium
1182,04/11/2018,1,157.4475,Belgium
1117,22/02/2015,1,299.1975,Belgium
1117,01/03/2015,1,299.1975,Belgium
1117,03/08/2019,1,309.6975,Belgium
1115,27/11/2021,1,362.1975,Belgium
1091,17/10/2015,1,181.0725,Belgium
1091,26/10/2015,1,181.0725,Belgium
1091,02/02/2016,1,181.0725,Belgium
1091,20/11/2016,1,181.0725,Belgium
1091,18/12/2016,1,181.0725,Belgium
1092,17/10/2015,1,181.0725,Belgium
1092,02/02/2016,1,181.0725,Belgium
1092,26/02/2016,1,181.0725,Belgium
1144,18/05/2020,1,414.6975,Belgium
1086,28/04/2020,1,86.5725,Belgium
1086,12/05/2020,1,86.5725,Belgium
1076,05/09/2017,1,259.8225,Belgium
1086,06/12/2020,1,89.1975,Belgium
1086,13/12/2020,1,89.1975,Belgium
1086,17/12/2017,1,84,Belgium
1086,21/02/2018,1,89.1975,Belgium
1086,02/06/2018,1,89.1975,Belgium
1086,29/12/2018,1,83.9475,Belgium
1086,30/12/2018,1,83.9475,Belgium
1086,03/02/2019,1,89.1975,Belgium
1075,25/10/2016,1,259.8225,Belgium
1075,27/11/2016,1,259.8225,Belgium
1076,15/10/2014,1,254.5725,Belgium
1076,14/03/2015,1,254.5725,Belgium
1076,05/07/2015,1,254.5725,Belgium
1076,27/11/2016,1,259.8225,Belgium
1076,30/08/2017,1,259.8225,Belgium
1082,26/03/2017,1,230.9475,Belgium
1085,17/05/2020,1,86.5725,Belgium
1085,21/11/2020,1,89.1975,Belgium
1085,21/12/2020,1,86.5725,Belgium
1065,03/01/2021,1,314.9475,Belgium
1065,27/11/2021,1,314.9475,Belgium
1066,15/01/2014,1,296.5725,Belgium
1066,15/02/2014,1,296.5725,Belgium
1066,15/11/2014,1,296.5725,Belgium
1082,15/04/2014,1,225.6975,Belgium
1082,24/07/2017,1,230.9475,Belgium
1082,16/02/2020,1,230.9475,Belgium
1065,07/03/2018,1,304.4475,Belgium
1065,27/05/2018,1,309.6975,Belgium
1065,25/06/2018,1,309.6975,Belgium
1065,30/12/2021,1,314.9475,Belgium
1086,05/06/2017,1,84,Belgium
1086,08/07/2017,1,84,Belgium
1085,03/01/2021,1,89.1975,Belgium
1085,17/01/2021,1,89.1975,Belgium
1085,02/02/2021,1,89.1975,Belgium
1085,31/08/2021,1,89.1975,Belgium
1085,13/09/2021,1,89.1975,Belgium
1085,18/03/2017,1,84,Belgium
1069,28/07/2021,1,157.4475,Belgium
1069,15/11/2021,1,157.4475,Belgium
1069,30/12/2021,1,157.4475,Belgium
1070,29/08/2021,1,157.4475,Belgium
1081,14/05/2018,1,230.9475,Belgium
1070,15/11/2021,1,157.4475,Belgium
1070,30/12/2021,1,157.4475,Belgium
1075,15/09/2014,1,254.5725,Belgium
1075,14/03/2015,1,254.5725,Belgium
1075,24/10/2016,1,254.5725,Belgium
1085,23/12/2019,1,86.5725,Belgium
1085,28/12/2019,1,86.5725,Belgium
1085,29/12/2019,1,86.5725,Belgium
1085,29/12/2019,1,86.5725,Belgium
1085,25/01/2020,1,86.5725,Belgium
1139,04/04/2015,1,671.9475,Belgium
1139,08/06/2016,1,682.4475,Belgium
1139,13/07/2016,1,682.4475,Belgium
1139,25/07/2016,1,682.4475,Belgium
1139,07/09/2016,1,682.4475,Belgium
1139,13/12/2016,1,682.4475,Belgium
1139,22/02/2017,1,682.4475,Belgium
1105,27/12/2021,1,259.8225,Belgium
1110,27/12/2016,1,209.9475,Belgium
1110,20/09/2017,1,209.9475,Belgium
1110,20/12/2017,1,209.9475,Belgium
1110,31/03/2020,1,209.9475,Belgium
1111,15/11/2014,1,118.0725,Belgium
1111,22/08/2015,1,118.0725,Belgium
1111,14/12/2015,1,118.0725,Belgium
1097,03/01/2020,1,293.9475,Belgium
1097,28/04/2020,1,293.9475,Belgium
1097,28/11/2020,1,309.6975,Belgium
1097,23/05/2021,1,309.6975,Belgium
1091,24/05/2016,1,181.0725,Belgium
1091,21/06/2016,1,181.0725,Belgium
1091,30/10/2021,1,175.8225,Belgium
1092,12/02/2016,1,181.0725,Belgium
1092,29/05/2016,1,181.0725,Belgium
1092,31/07/2016,1,181.0725,Belgium
1092,02/01/2017,1,181.0725,Belgium
1098,05/11/2018,1,293.9475,Belgium
1098,29/06/2019,1,293.9475,Belgium
1182,01/11/2019,1,157.4475,Belgium
1086,23/06/2021,1,89.1975,Belgium
1086,31/08/2021,1,89.1975,Belgium
1086,02/10/2021,2,178.395,Belgium
1086,28/11/2021,1,89.1975,Belgium
1086,30/11/2021,1,89.1975,Belgium
1106,28/01/2017,1,246.6975,Belgium
1166,15/03/2014,1,535.4475,Belgium
1166,15/04/2014,1,535.4475,Belgium
1166,15/05/2014,1,535.4475,Belgium
1166,15/05/2014,1,535.4475,Belgium
1166,11/04/2015,2,1102.395,Belgium
1166,25/03/2017,1,535.4475,Belgium
1168,15/11/2014,1,367.4475,Belgium
1168,20/04/2015,1,377.9475,Belgium
1168,27/07/2016,1,377.9475,Belgium
1168,20/08/2016,1,377.9475,Belgium
1168,31/08/2016,1,377.9475,Belgium
1168,31/01/2018,1,367.4475,Belgium
1168,30/06/2018,1,367.4475,Belgium
1098,30/03/2021,1,309.6975,Belgium
1114,03/10/2017,1,162.6975,Belgium
1114,26/12/2017,1,167.9475,Belgium
1114,25/08/2018,1,152.1975,Belgium
1114,29/10/2018,1,152.1975,Belgium
1114,27/10/2020,1,157.4475,Belgium
1098,11/11/2018,1,293.9475,Belgium
1098,05/01/2019,1,293.9475,Belgium
1098,02/08/2019,1,293.9475,Belgium
1087,17/11/2020,1,286.0725,Belgium
1088,17/11/2020,1,286.0725,Belgium
1139,14/02/2017,1,682.4475,Belgium
1139,11/04/2017,1,682.4475,Belgium
1156,20/07/2015,1,341.1975,Belgium
1156,03/12/2017,1,346.4475,Belgium
1143,09/08/2019,1,551.1975,Belgium
1144,25/06/2016,1,414.6975,Belgium
1144,17/07/2016,1,414.6975,Belgium
1144,15/10/2016,1,414.6975,Belgium
1144,30/04/2017,1,414.6975,Belgium
1144,13/08/2017,1,414.6975,Belgium
1112,15/05/2014,1,116.4975,Belgium
1112,15/06/2014,1,116.4975,Belgium
1112,07/02/2015,1,118.0725,Belgium
1112,05/12/2015,1,120.6975,Belgium
1112,05/02/2018,1,120.6975,Belgium
1113,28/12/2020,1,146.9475,Belgium
1113,03/01/2021,1,146.9475,Belgium
1113,06/03/2021,1,146.9475,Belgium
1085,03/05/2017,1,84,Belgium
1085,25/10/2017,1,84,Belgium
1085,29/10/2017,1,89.1975,Belgium
1085,30/10/2017,1,89.1975,Belgium
1085,15/11/2017,1,89.1975,Belgium
1085,25/11/2017,1,84,Belgium
1085,30/12/2017,1,84,Belgium
1085,17/05/2020,1,86.5725,Belgium
1085,23/05/2020,1,86.5725,Belgium
1085,31/05/2020,1,86.5725,Belgium
1085,27/11/2021,1,89.1975,Belgium
1065,17/01/2017,2,608.895,Belgium
1066,27/12/2021,1,314.9475,Belgium
1062,13/11/2016,1,149.5725,Belgium
1062,07/12/2016,1,149.5725,Belgium
1062,28/03/2017,1,149.5725,Belgium
1062,12/03/2018,1,149.5725,Belgium
1082,29/03/2016,1,230.9475,Belgium
1085,02/06/2018,1,89.1975,Belgium
1085,30/07/2018,1,83.9475,Belgium
1086,27/11/2021,1,89.1975,Belgium
1086,28/11/2021,1,89.1975,Belgium
1086,02/06/2018,1,89.1975,Belgium
1086,14/10/2018,1,89.1975,Belgium
1086,23/12/2018,1,83.9475,Belgium
1086,03/02/2019,1,83.9475,Belgium
1075,07/08/2017,1,259.8225,Belgium
1075,12/08/2017,1,259.8225,Belgium
1085,27/10/2021,1,89.1975,Belgium
1085,19/06/2017,1,84,Belgium
1085,27/12/2017,1,89.1975,Belgium
1085,31/03/2018,1,89.1975,Belgium
1085,09/12/2018,1,83.9475,Belgium
1085,29/12/2018,1,83.9475,Belgium
1085,30/12/2018,2,167.895,Belgium
1085,30/12/2018,1,83.9475,Belgium
1085,16/06/2020,1,86.5725,Belgium
1085,13/12/2020,1,89.1975,Belgium
1085,22/12/2020,1,89.1975,Belgium
1085,01/02/2021,1,89.1975,Belgium
1085,31/03/2021,1,89.1975,Belgium
1086,26/12/2016,1,84,Belgium
1085,08/01/2019,1,83.9475,Belgium
1085,28/01/2019,1,83.9475,Belgium
1085,01/04/2019,1,83.9475,Belgium
1085,20/10/2019,1,86.5725,Belgium
1085,29/11/2019,1,86.5725,Belgium
1085,17/12/2019,1,86.5725,Belgium
1085,20/12/2019,1,86.5725,Belgium
1062,05/12/2018,1,141.6975,Belgium
1081,04/02/2017,1,230.9475,Belgium
1081,24/07/2017,1,230.9475,Belgium
1085,29/10/2019,1,86.5725,Belgium
1085,30/11/2019,1,86.5725,Belgium
1085,09/12/2019,1,86.5725,Belgium
1085,13/12/2019,1,86.5725,Belgium
1085,31/01/2020,1,86.5725,Belgium
1085,01/04/2020,1,86.5725,Belgium
1085,03/08/2020,1,86.5725,Belgium
1085,19/09/2020,1,86.5725,Belgium
1086,20/12/2017,1,84,Belgium
1086,30/12/2017,1,89.1975,Belgium
1086,03/02/2018,1,89.1975,Belgium
1069,11/08/2021,1,157.4475,Belgium
1069,31/10/2021,1,157.4475,Belgium
1066,16/01/2017,1,304.4475,Belgium
1066,13/02/2017,1,304.4475,Belgium
1066,01/10/2018,1,309.6975,Belgium
1075,26/10/2016,1,259.8225,Belgium
1075,04/03/2017,1,254.5725,Belgium
1076,04/05/2015,1,254.5725,Belgium
1076,19/07/2015,1,254.5725,Belgium
1076,26/08/2017,1,259.8225,Belgium
1076,11/10/2017,1,259.8225,Belgium
1110,23/10/2018,1,209.9475,Belgium
1110,31/01/2020,1,215.1975,Belgium
1110,24/03/2020,1,215.1975,Belgium
1110,30/03/2020,1,209.9475,Belgium
1111,15/03/2014,1,116.4975,Belgium
1111,15/11/2014,1,118.0725,Belgium
1111,23/04/2016,1,118.0725,Belgium
1111,31/08/2016,1,120.6975,Belgium
1094,15/02/2020,1,57.6975,Belgium
1094,31/03/2020,1,57.6975,Belgium
1094,28/09/2020,1,62.9475,Belgium
1094,20/03/2021,1,62.9475,Belgium
1095,30/12/2017,1,125.9475,Belgium
1095,31/12/2017,1,125.9475,Belgium
1095,30/10/2018,1,125.9475,Belgium
1095,08/12/2018,1,120.6975,Belgium
1095,06/01/2019,1,120.6975,Belgium
1095,12/10/2020,1,120.6975,Belgium
1095,21/02/2021,1,125.9475,Belgium
1182,21/05/2016,1,173.1975,Belgium
1182,04/06/2016,1,173.1975,Belgium
1182,17/10/2016,1,173.1975,Belgium
1182,26/12/2016,1,157.4475,Belgium
1182,30/09/2017,1,173.1975,Belgium
1120,24/10/2020,2,351.645,Belgium
1120,29/03/2021,1,175.8225,Belgium
1120,15/05/2021,1,175.8225,Belgium
1111,25/06/2017,1,120.6975,Belgium
1111,05/02/2018,1,120.6975,Belgium
1165,23/03/2019,1,577.4475,Belgium
1165,26/04/2019,1,577.4475,Belgium
1165,01/06/2019,1,577.4475,Belgium
1165,20/12/2019,1,577.4475,Belgium
1165,27/06/2020,1,577.4475,Belgium
1165,02/08/2020,1,577.4475,Belgium
1165,27/09/2020,1,577.4475,Belgium
1095,17/12/2019,1,120.6975,Belgium
1106,26/05/2020,1,251.9475,Belgium
1106,24/07/2021,1,259.8225,Belgium
1107,15/07/2014,1,160.0725,Belgium
1107,15/10/2014,1,160.0725,Belgium
1107,22/05/2015,1,160.0725,Belgium
1109,15/03/2014,1,209.9475,Belgium
1182,26/11/2017,1,157.4475,Belgium
1182,27/03/2018,1,157.4475,Belgium
1120,15/06/2014,1,175.8225,Belgium
1120,25/01/2020,1,175.8225,Belgium
1165,07/10/2020,1,577.4475,Belgium
1165,02/12/2020,1,577.4475,Belgium
1112,15/02/2014,1,116.4975,Belgium
1112,06/03/2015,1,116.4975,Belgium
1112,22/12/2015,1,120.6975,Belgium
1112,09/03/2016,1,118.0725,Belgium
1112,21/06/2016,1,120.6975,Belgium
1112,09/12/2020,1,120.6975,Belgium
1113,31/10/2020,1,146.9475,Belgium
1113,19/12/2020,1,146.9475,Belgium
1113,19/01/2021,1,146.9475,Belgium
1132,30/05/2018,1,629.9475,Belgium
1133,15/05/2014,1,629.9475,Belgium
1133,15/06/2014,1,650.9475,Belgium
1133,13/11/2016,1,645.6975,Belgium
1061,16/12/2018,1,141.6975,Belgium
1061,27/12/2019,1,146.9475,Belgium
1061,29/12/2019,1,146.9475,Belgium
1061,27/07/2021,1,146.9475,Belgium
1061,02/10/2021,1,146.9475,Belgium
1085,30/09/2018,1,83.9475,Belgium
1066,23/02/2016,1,304.4475,Belgium
1085,07/03/2018,1,84,Belgium
1080,15/01/2014,1,262.4475,Belgium
1080,15/07/2014,1,265.0725,Belgium
1082,15/10/2014,1,228.3225,Belgium
1082,04/04/2015,1,228.3225,Belgium
1082,20/04/2015,1,228.3225,Belgium
1081,05/03/2017,1,230.9475,Belgium
1081,05/12/2018,1,230.9475,Belgium
1085,03/11/2020,1,89.1975,Belgium
1085,21/12/2020,1,89.1975,Belgium
1085,29/12/2020,1,89.1975,Belgium
1085,29/12/2020,1,89.1975,Belgium
1085,27/02/2021,1,89.1975,Belgium
1085,23/06/2021,1,89.1975,Belgium
1069,29/08/2021,1,157.4475,Belgium
1066,15/01/2016,1,304.4475,Belgium
1066,01/03/2016,1,304.4475,Belgium
1066,06/10/2019,1,314.9475,Belgium
1066,03/01/2021,1,314.9475,Belgium
1075,09/03/2015,1,254.5725,Belgium
1075,15/03/2015,1,254.5725,Belgium
1075,21/08/2015,1,254.5725,Belgium
1065,15/03/2014,1,296.5725,Belgium
1081,06/01/2015,1,228.3225,Belgium
1081,22/06/2016,1,230.9475,Belgium
1086,09/12/2018,1,83.9475,Belgium
1086,27/12/2017,1,89.1975,Belgium
1086,30/12/2017,1,89.1975,Belgium
1086,31/12/2017,1,89.1975,Belgium
1086,23/01/2018,1,89.1975,Belgium
1086,26/02/2018,1,89.1975,Belgium
1086,30/09/2018,1,83.9475,Belgium
1086,01/12/2018,1,83.9475,Belgium
1086,24/02/2019,1,83.9475,Belgium
1086,15/01/2017,1,84,Belgium
1085,30/12/2021,1,89.1975,Belgium
1081,15/03/2014,1,225.6975,Belgium
1081,20/04/2015,1,228.3225,Belgium
1081,27/06/2016,1,230.9475,Belgium
1081,26/03/2017,1,230.9475,Belgium
1081,31/01/2018,1,230.9475,Belgium
1066,27/03/2021,1,314.9475,Belgium
1066,30/12/2021,1,314.9475,Belgium
1066,02/01/2018,1,309.6975,Belgium
1066,02/04/2018,1,309.6975,Belgium
1066,25/06/2018,1,309.6975,Belgium
1086,27/12/2019,1,86.5725,Belgium
1086,28/12/2019,1,86.5725,Belgium
1086,28/12/2019,1,86.5725,Belgium
1086,29/12/2019,1,86.5725,Belgium
1075,22/05/2015,1,254.5725,Belgium
1075,18/12/2015,1,254.5725,Belgium
1075,08/05/2018,1,259.8225,Belgium
1076,15/11/2014,1,254.5725,Belgium
1086,07/09/2021,1,89.1975,Belgium
1066,21/08/2016,1,304.4475,Belgium
1076,15/09/2014,1,254.5725,Belgium
1076,26/10/2016,1,259.8225,Belgium
1076,04/03/2017,1,254.5725,Belgium
1076,08/05/2018,1,259.8225,Belgium
1076,06/07/2015,1,254.5725,Belgium
1086,12/08/2020,1,89.1975,Belgium
1086,28/12/2020,1,89.1975,Belgium
1086,27/02/2021,1,89.1975,Belgium
1086,24/03/2021,1,89.1975,Belgium
1086,28/12/2021,1,89.1975,Belgium
1086,28/12/2021,1,89.1975,Belgium
1086,29/12/2021,1,89.1975,Belgium
1086,30/10/2017,1,89.1975,Belgium
1086,04/12/2017,1,89.1975,Belgium
1086,10/12/2017,1,89.1975,Belgium
1086,30/12/2017,1,89.1975,Belgium
1086,31/12/2017,1,89.1975,Belgium
1086,31/12/2017,2,178.395,Belgium
1086,31/01/2018,1,89.1975,Belgium
1066,06/05/2018,1,309.6975,Belgium
1066,14/05/2018,1,309.6975,Belgium
1066,04/08/2018,1,304.4475,Belgium
1065,15/03/2014,1,296.5725,Belgium
1065,14/12/2015,1,304.4475,Belgium
1086,30/09/2018,1,83.9475,Belgium
1086,28/07/2021,1,89.1975,Belgium
1086,11/08/2021,1,89.1975,Belgium
1086,08/12/2021,1,89.1975,Belgium
1086,19/12/2021,1,89.1975,Belgium
1182,09/02/2020,1,157.4475,Belgium
1086,15/12/2021,1,89.1975,Belgium
1086,27/12/2021,1,89.1975,Belgium
